Task_Depth Estimation,Task_Image Classification,Task_Image Generation,Task_Object Detection,Task_Semantic Segmentation,Task_Text to Image,Task_Text-to-Image,accuracy_norm,difficulty
False,True,False,False,False,False,False,0.6885245901639344,0.9445320338254264
False,True,False,False,False,False,False,0.6885245901639344,0.9445320338254264
False,True,False,False,False,False,False,0.6885245901639344,0.9445320338254264
False,True,False,False,False,False,False,0.6885245901639344,0.9445320338254264
False,True,False,False,False,False,False,0.6721311475409836,0.9445320338254264
False,True,False,False,False,False,False,0.6721311475409836,0.9445320338254264
False,True,False,False,False,False,False,0.6721311475409836,0.9445320338254264
False,True,False,False,False,False,False,0.6721311475409836,0.9445320338254264
False,True,False,False,False,False,False,0.6721311475409836,0.9445320338254264
False,True,False,False,False,False,False,0.6557377049180327,0.9445320338254264
False,True,False,False,False,False,False,0.6557377049180327,0.9445320338254264
False,True,False,False,False,False,False,0.6557377049180327,0.9445320338254264
False,True,False,False,False,False,False,0.6557377049180327,0.9445320338254264
False,True,False,False,False,False,False,0.639344262295082,0.9445320338254264
False,True,False,False,False,False,False,0.639344262295082,0.9445320338254264
False,True,False,False,False,False,False,0.639344262295082,0.9445320338254264
False,True,False,False,False,False,False,0.6229508196721312,0.9445320338254264
False,True,False,False,False,False,False,0.6229508196721312,0.9445320338254264
False,True,False,False,False,False,False,0.6229508196721312,0.9445320338254264
False,True,False,False,False,False,False,0.6065573770491803,0.9445320338254264
False,True,False,False,False,False,False,0.6065573770491803,0.9445320338254264
False,True,False,False,False,False,False,0.6065573770491803,0.9445320338254264
False,True,False,False,False,False,False,0.6065573770491803,0.9445320338254264
False,True,False,False,False,False,False,0.6065573770491803,0.9445320338254264
False,True,False,False,False,False,False,0.5901639344262295,0.9445320338254264
False,True,False,False,False,False,False,0.5901639344262295,0.9445320338254264
False,True,False,False,False,False,False,0.5737704918032787,0.9445320338254264
False,True,False,False,False,False,False,0.5737704918032787,0.9445320338254264
False,True,False,False,False,False,False,0.5573770491803278,0.9445320338254264
False,True,False,False,False,False,False,0.5573770491803278,0.9445320338254264
False,True,False,False,False,False,False,0.5573770491803278,0.9445320338254264
False,True,False,False,False,False,False,0.5409836065573771,0.9445320338254264
False,True,False,False,False,False,False,0.5409836065573771,0.9445320338254264
False,True,False,False,False,False,False,0.5245901639344263,0.9445320338254264
False,True,False,False,False,False,False,0.5245901639344263,0.9445320338254264
False,True,False,False,False,False,False,0.5245901639344263,0.9445320338254264
False,True,False,False,False,False,False,0.5245901639344263,0.9445320338254264
False,True,False,False,False,False,False,0.5245901639344263,0.9445320338254264
False,True,False,False,False,False,False,0.5081967213114754,0.9445320338254264
False,True,False,False,False,False,False,0.5081967213114754,0.9445320338254264
False,True,False,False,False,False,False,0.5081967213114754,0.9445320338254264
False,True,False,False,False,False,False,0.4918032786885246,0.9445320338254264
False,True,False,False,False,False,False,0.4754098360655737,0.9445320338254264
False,True,False,False,False,False,False,0.4262295081967213,0.9445320338254264
False,True,False,False,False,False,False,0.4262295081967213,0.9445320338254264
False,True,False,False,False,False,False,0.4098360655737705,0.9445320338254264
False,True,False,False,False,False,False,0.4098360655737705,0.9445320338254264
False,True,False,False,False,False,False,0.4098360655737705,0.9445320338254264
False,True,False,False,False,False,False,0.3934426229508196,0.9445320338254264
False,True,False,False,False,False,False,0.360655737704918,0.9445320338254264
False,True,False,False,False,False,False,0.2131147540983606,0.9445320338254264
False,True,False,False,False,False,False,0.1147540983606557,0.9445320338254264
False,True,False,False,False,False,False,0.0163934426229508,0.9445320338254264
False,True,False,False,False,False,False,0.0,0.9445320338254264
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.0,
False,False,False,True,False,False,False,1.0,0.2175
False,False,False,True,False,False,False,0.9724770642201832,0.2175
False,False,False,True,False,False,False,0.9724770642201832,0.2175
False,False,False,True,False,False,False,0.963302752293578,0.2175
False,False,False,True,False,False,False,0.9602446483180423,0.2175
False,False,False,True,False,False,False,0.9571865443425076,0.2175
False,False,False,True,False,False,False,0.951070336391437,0.2175
False,False,False,True,False,False,False,0.948012232415902,0.2175
False,False,False,True,False,False,False,0.948012232415902,0.2175
False,False,False,True,False,False,False,0.9357798165137612,0.2175
False,False,False,True,False,False,False,0.9174311926605504,0.2175
False,False,False,True,False,False,False,0.91131498470948,0.2175
False,False,False,True,False,False,False,0.8960244648318041,0.2175
False,False,False,True,False,False,False,0.8807339449541283,0.2175
False,False,False,True,False,False,False,0.8807339449541283,0.2175
False,False,False,True,False,False,False,0.859327217125382,0.2175
False,False,False,True,False,False,False,0.8440366972477061,0.2175
False,False,False,True,False,False,False,0.8409785932721712,0.2175
False,False,False,True,False,False,False,0.837920489296636,0.2175
False,False,False,True,False,False,False,0.8348623853211008,0.2175
False,False,False,True,False,False,False,0.8318042813455655,0.2175
False,False,False,True,False,False,False,0.8318042813455655,0.2175
False,False,False,True,False,False,False,0.8287461773700303,0.2175
False,False,False,True,False,False,False,0.8256880733944953,0.2175
False,False,False,True,False,False,False,0.8226299694189602,0.2175
False,False,False,True,False,False,False,0.8073394495412843,0.2175
False,False,False,True,False,False,False,0.7981651376146787,0.2175
False,False,False,True,False,False,False,0.7951070336391437,0.2175
False,False,False,True,False,False,False,0.7951070336391437,0.2175
False,False,False,True,False,False,False,0.7920489296636084,0.2175
False,False,False,True,False,False,False,0.7798165137614678,0.2175
False,False,False,True,False,False,False,0.7798165137614678,0.2175
False,False,False,True,False,False,False,0.7737003058103974,0.2175
False,False,False,True,False,False,False,0.7706422018348622,0.2175
False,False,False,True,False,False,False,0.7584097859327216,0.2175
False,False,False,True,False,False,False,0.7492354740061161,0.2175
False,False,False,True,False,False,False,0.7400611620795106,0.2175
False,False,False,True,False,False,False,0.7339449541284403,0.2175
False,False,False,True,False,False,False,0.7308868501529051,0.2175
False,False,False,True,False,False,False,0.7308868501529051,0.2175
False,False,False,True,False,False,False,0.7278287461773699,0.2175
False,False,False,True,False,False,False,0.7155963302752293,0.2175
False,False,False,True,False,False,False,0.7003058103975535,0.2175
False,False,False,True,False,False,False,0.7003058103975535,0.2175
False,False,False,True,False,False,False,0.694189602446483,0.2175
False,False,False,True,False,False,False,0.6880733944954128,0.2175
False,False,False,True,False,False,False,0.6788990825688072,0.2175
False,False,False,True,False,False,False,0.6727828746177369,0.2175
False,False,False,True,False,False,False,0.6697247706422017,0.2175
False,False,False,True,False,False,False,0.6666666666666665,0.2175
False,False,False,True,False,False,False,0.6666666666666665,0.2175
False,False,False,True,False,False,False,0.6544342507645259,0.2175
False,False,False,True,False,False,False,0.6513761467889907,0.2175
False,False,False,True,False,False,False,0.6513761467889907,0.2175
False,False,False,True,False,False,False,0.6452599388379202,0.2175
False,False,False,True,False,False,False,0.6422018348623852,0.2175
False,False,False,True,False,False,False,0.6238532110091742,0.2175
False,False,False,True,False,False,False,0.620795107033639,0.2175
False,False,False,True,False,False,False,0.6146788990825686,0.2175
False,False,False,True,False,False,False,0.6085626911314984,0.2175
False,False,False,True,False,False,False,0.6055045871559631,0.2175
False,False,False,True,False,False,False,0.5963302752293578,0.2175
False,False,False,True,False,False,False,0.5892966360856268,0.2175
False,False,False,True,False,False,False,0.5840978593272169,0.2175
False,False,False,True,False,False,False,0.581039755351682,0.2175
False,False,False,True,False,False,False,0.5779816513761467,0.2175
False,False,False,True,False,False,False,0.5718654434250763,0.2175
False,False,False,True,False,False,False,0.5688073394495411,0.2175
False,False,False,True,False,False,False,0.5626911314984708,0.2175
False,False,False,True,False,False,False,0.5596330275229356,0.2175
False,False,False,True,False,False,False,0.541590214067278,0.2175
False,False,False,True,False,False,False,0.5412844036697246,0.2175
False,False,False,True,False,False,False,0.530275229357798,0.2175
False,False,False,True,False,False,False,0.529051987767584,0.2175
False,False,False,True,False,False,False,0.5229357798165135,0.2175
False,False,False,True,False,False,False,0.5168195718654434,0.2175
False,False,False,True,False,False,False,0.5137614678899082,0.2175
False,False,False,True,False,False,False,0.5045871559633027,0.2175
False,False,False,True,False,False,False,0.4984709480122323,0.2175
False,False,False,True,False,False,False,0.4862385321100916,0.2175
False,False,False,True,False,False,False,0.4709480122324158,0.2175
False,False,False,True,False,False,False,0.4709480122324158,0.2175
False,False,False,True,False,False,False,0.4678899082568806,0.2175
False,False,False,True,False,False,False,0.4678899082568806,0.2175
False,False,False,True,False,False,False,0.4617737003058101,0.2175
False,False,False,True,False,False,False,0.4556574923547399,0.2175
False,False,False,True,False,False,False,0.4495412844036695,0.2175
False,False,False,True,False,False,False,0.4464831804281343,0.2175
False,False,False,True,False,False,False,0.4373088685015289,0.2175
False,False,False,True,False,False,False,0.4342507645259937,0.2175
False,False,False,True,False,False,False,0.4311926605504585,0.2175
False,False,False,True,False,False,False,0.4250764525993883,0.2175
False,False,False,True,False,False,False,0.422018348623853,0.2175
False,False,False,True,False,False,False,0.422018348623853,0.2175
False,False,False,True,False,False,False,0.4159021406727826,0.2175
False,False,False,True,False,False,False,0.4067278287461772,0.2175
False,False,False,True,False,False,False,0.403669724770642,0.2175
False,False,False,True,False,False,False,0.403669724770642,0.2175
False,False,False,True,False,False,False,0.403669724770642,0.2175
False,False,False,True,False,False,False,0.4006116207951068,0.2175
False,False,False,True,False,False,False,0.3944954128440366,0.2175
False,False,False,True,False,False,False,0.3914373088685014,0.2175
False,False,False,True,False,False,False,0.3883792048929662,0.2175
False,False,False,True,False,False,False,0.3792048929663608,0.2175
False,False,False,True,False,False,False,0.3792048929663608,0.2175
False,False,False,True,False,False,False,0.3700305810397551,0.2175
False,False,False,True,False,False,False,0.3608562691131497,0.2175
False,False,False,True,False,False,False,0.3608562691131497,0.2175
False,False,False,True,False,False,False,0.3577981651376145,0.2175
False,False,False,True,False,False,False,0.3577981651376145,0.2175
False,False,False,True,False,False,False,0.3577981651376145,0.2175
False,False,False,True,False,False,False,0.3547400611620793,0.2175
False,False,False,True,False,False,False,0.3547400611620793,0.2175
False,False,False,True,False,False,False,0.3516819571865443,0.2175
False,False,False,True,False,False,False,0.3486238532110091,0.2175
False,False,False,True,False,False,False,0.3486238532110091,0.2175
False,False,False,True,False,False,False,0.3455657492354739,0.2175
False,False,False,True,False,False,False,0.3455657492354739,0.2175
False,False,False,True,False,False,False,0.3455657492354739,0.2175
False,False,False,True,False,False,False,0.3425076452599386,0.2175
False,False,False,True,False,False,False,0.3394495412844034,0.2175
False,False,False,True,False,False,False,0.3394495412844034,0.2175
False,False,False,True,False,False,False,0.3302752293577981,0.2175
False,False,False,True,False,False,False,0.3211009174311926,0.2175
False,False,False,True,False,False,False,0.3149847094801222,0.2175
False,False,False,True,False,False,False,0.3149847094801222,0.2175
False,False,False,True,False,False,False,0.311926605504587,0.2175
False,False,False,True,False,False,False,0.3088685015290517,0.2175
False,False,False,True,False,False,False,0.3058103975535168,0.2175
False,False,False,True,False,False,False,0.3058103975535168,0.2175
False,False,False,True,False,False,False,0.3033639143730885,0.2175
False,False,False,True,False,False,False,0.3027522935779815,0.2175
False,False,False,True,False,False,False,0.3027522935779815,0.2175
False,False,False,True,False,False,False,0.2996941896024463,0.2175
False,False,False,True,False,False,False,0.2935779816513759,0.2175
False,False,False,True,False,False,False,0.290519877675841,0.2175
False,False,False,True,False,False,False,0.2874617737003057,0.2175
False,False,False,True,False,False,False,0.2874617737003057,0.2175
False,False,False,True,False,False,False,0.2874617737003057,0.2175
False,False,False,True,False,False,False,0.2782874617737001,0.2175
False,False,False,True,False,False,False,0.2782874617737001,0.2175
False,False,False,True,False,False,False,0.2782874617737001,0.2175
False,False,False,True,False,False,False,0.2782874617737001,0.2175
False,False,False,True,False,False,False,0.2691131498470946,0.2175
False,False,False,True,False,False,False,0.2691131498470946,0.2175
False,False,False,True,False,False,False,0.2629969418960243,0.2175
False,False,False,True,False,False,False,0.2599388379204893,0.2175
False,False,False,True,False,False,False,0.2599388379204893,0.2175
False,False,False,True,False,False,False,0.2568807339449541,0.2175
False,False,False,True,False,False,False,0.2507645259938836,0.2175
False,False,False,True,False,False,False,0.2477064220183484,0.2175
False,False,False,True,False,False,False,0.2477064220183484,0.2175
False,False,False,True,False,False,False,0.2477064220183484,0.2175
False,False,False,True,False,False,False,0.2415902140672782,0.2175
False,False,False,True,False,False,False,0.238532110091743,0.2175
False,False,False,True,False,False,False,0.2354740061162078,0.2175
False,False,False,True,False,False,False,0.2354740061162078,0.2175
False,False,False,True,False,False,False,0.2324159021406726,0.2175
False,False,False,True,False,False,False,0.2324159021406726,0.2175
False,False,False,True,False,False,False,0.2324159021406726,0.2175
False,False,False,True,False,False,False,0.2324159021406726,0.2175
False,False,False,True,False,False,False,0.2293577981651376,0.2175
False,False,False,True,False,False,False,0.2232415902140671,0.2175
False,False,False,True,False,False,False,0.2171253822629967,0.2175
False,False,False,True,False,False,False,0.2171253822629967,0.2175
False,False,False,True,False,False,False,0.2171253822629967,0.2175
False,False,False,True,False,False,False,0.2171253822629967,0.2175
False,False,False,True,False,False,False,0.2171253822629967,0.2175
False,False,False,True,False,False,False,0.2140672782874617,0.2175
False,False,False,True,False,False,False,0.2079510703363913,0.2175
False,False,False,True,False,False,False,0.2018348623853209,0.2175
False,False,False,True,False,False,False,0.1987767584097859,0.2175
False,False,False,True,False,False,False,0.1957186544342507,0.2175
False,False,False,True,False,False,False,0.1926605504587155,0.2175
False,False,False,True,False,False,False,0.186544342507645,0.2175
False,False,False,True,False,False,False,0.18348623853211,0.2175
False,False,False,True,False,False,False,0.1773700305810396,0.2175
False,False,False,True,False,False,False,0.1743119266055044,0.2175
False,False,False,True,False,False,False,0.165137614678899,0.2175
False,False,False,True,False,False,False,0.165137614678899,0.2175
False,False,False,True,False,False,False,0.1620795107033638,0.2175
False,False,False,True,False,False,False,0.1590214067278286,0.2175
False,False,False,True,False,False,False,0.1590214067278286,0.2175
False,False,False,True,False,False,False,0.1498470948012231,0.2175
False,False,False,True,False,False,False,0.1467889908256879,0.2175
False,False,False,True,False,False,False,0.1467889908256879,0.2175
False,False,False,True,False,False,False,0.1437308868501527,0.2175
False,False,False,True,False,False,False,0.1376146788990825,0.2175
False,False,False,True,False,False,False,0.1314984709480121,0.2175
False,False,False,True,False,False,False,0.1070336391437308,0.2175
False,False,False,True,False,False,False,0.0856269113149846,0.2175
False,False,False,True,False,False,False,0.0825688073394494,0.2175
False,False,False,True,False,False,False,0.0795107033639141,0.2175
False,False,False,True,False,False,False,0.0733944954128439,0.2175
False,False,False,True,False,False,False,0.0275229357798164,0.2175
False,False,False,True,False,False,False,0.0152905198776758,0.2175
False,False,False,True,False,False,False,0.0,0.2175
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.0,
False,False,False,False,False,True,False,1.0,0.0
False,False,False,False,False,True,False,0.976563602993082,0.0
False,False,False,False,False,True,False,0.9713398277566004,0.0
False,False,False,False,False,True,False,0.9680926161231116,0.0
False,False,False,False,False,True,False,0.966257235634618,0.0
False,False,False,False,False,True,False,0.9632923902301284,0.0
False,False,False,False,False,True,False,0.9614570097416348,0.0
False,False,False,False,False,True,False,0.9577862487646478,0.0
False,False,False,False,False,True,False,0.9566567838486516,0.0
False,False,False,False,False,True,False,0.9553861358181562,0.0
False,False,False,False,False,True,False,0.9521389241846676,0.0
False,False,False,False,False,True,False,0.9501623605816744,0.0
False,False,False,False,False,True,False,0.948326980093181,0.0
False,False,False,False,False,True,False,0.9473386982916844,0.0
False,False,False,False,False,True,False,0.9436679373146972,0.0
False,False,False,False,False,True,False,0.943385571085698,0.0
False,False,False,False,False,True,False,0.9428208386277002,0.0
False,False,False,False,False,True,False,0.9426796555132004,0.0
False,False,False,False,False,True,False,0.9423972892842016,0.0
False,False,False,False,False,True,False,0.938867711421714,0.0
False,False,False,False,False,True,False,0.9320909219257376,0.0
False,False,False,False,False,True,False,0.930820273895242,0.0
False,False,False,False,False,True,False,0.9282789778342512,0.0
False,False,False,False,False,True,False,0.91712551178879,0.0
False,False,False,False,False,True,False,0.9141606663843004,0.0
False,False,False,False,False,True,False,0.913737117040802,0.0
False,False,False,False,False,True,False,0.8987717069038542,0.0
False,False,False,False,False,True,False,0.8958068614993646,0.0
False,False,False,False,False,True,False,0.8918537342933784,0.0
False,False,False,False,False,True,False,0.8915713680643795,0.0
False,False,False,False,False,True,False,0.8783001553014259,0.0
False,False,False,False,False,True,False,0.8726528307214456,0.0
False,False,False,False,False,True,False,0.8689820697444586,0.0
False,False,False,False,False,True,False,0.8684173372864605,0.0
False,False,False,False,False,True,False,0.8671466892559649,0.0
False,False,False,False,False,True,False,0.8671466892559649,0.0
False,False,False,False,False,True,False,0.8633347451644783,0.0
False,False,False,False,False,True,False,0.8497811661725257,0.0
False,False,False,False,False,True,False,0.8492164337145277,0.0
False,False,False,False,False,True,False,0.8393336156995623,0.0
False,False,False,False,False,True,False,0.8379217845545672,0.0
False,False,False,False,False,True,False,0.8238034731046167,0.0
False,False,False,False,False,True,False,0.7955668502047154,0.0
False,False,False,False,False,True,False,0.7666243117323168,0.0
False,False,False,False,False,True,False,0.7519412678243682,0.0
False,False,False,False,False,True,False,0.7467174925878866,0.0
False,False,False,False,False,True,False,0.7467174925878866,0.0
False,False,False,False,False,True,False,0.7364111252294225,0.0
False,False,False,False,False,True,False,0.7076097698715234,0.0
False,False,False,False,False,True,False,0.7066214880700268,0.0
False,False,False,False,False,True,False,0.6967386700550614,0.0
False,False,False,False,False,True,False,0.6783848651701256,0.0
False,False,False,False,False,True,False,0.6651136524071721,0.0
False,False,False,False,False,True,False,0.66285472257518,0.0
False,False,False,False,False,True,False,0.66285472257518,0.0
False,False,False,False,False,True,False,0.6572073979951998,0.0
False,False,False,False,False,True,False,0.6501482422702245,0.0
False,False,False,False,False,True,False,0.6323591698432867,0.0
False,False,False,False,False,True,False,0.6289707750952985,0.0
False,False,False,False,False,True,False,0.5884512212339404,0.0
False,False,False,False,False,True,False,0.5846392771424538,0.0
False,False,False,False,False,True,False,0.5746152760129888,0.0
False,False,False,False,False,True,False,0.5484963998305802,0.0
False,False,False,False,False,True,False,0.520259776930679,0.0
False,False,False,False,False,True,False,0.3988422984611041,0.0
False,False,False,False,False,True,False,0.2647183396865735,0.0
False,False,False,False,False,True,False,0.0,0.0
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.9710144927536248,
False,True,False,False,False,False,False,0.4652173913043474,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.7413793103448276,
False,True,False,False,False,False,False,0.665086206896552,
False,True,False,False,False,False,False,0.6508620689655176,
False,True,False,False,False,False,False,0.6120689655172414,
False,True,False,False,False,False,False,0.5905172413793104,
False,True,False,False,False,False,False,0.5599137931034486,
False,True,False,False,False,False,False,0.4224137931034481,
False,True,False,False,False,False,False,0.4176724137931033,
False,True,False,False,False,False,False,0.375,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,0.0,
False,True,False,False,False,False,False,1.0,
False,True,False,False,False,False,False,1.0,0.235058047871578
False,True,False,False,False,False,False,0.974630021141649,0.235058047871578
False,True,False,False,False,False,False,0.9471458773784356,0.235058047871578
False,True,False,False,False,False,False,0.8921775898520086,0.235058047871578
False,True,False,False,False,False,False,0.8625792811839323,0.235058047871578
False,True,False,False,False,False,False,0.8520084566596194,0.235058047871578
False,True,False,False,False,False,False,0.8350951374207188,0.235058047871578
False,True,False,False,False,False,False,0.8076109936575054,0.235058047871578
False,True,False,False,False,False,False,0.7991543340380549,0.235058047871578
False,True,False,False,False,False,False,0.7949260042283297,0.235058047871578
False,True,False,False,False,False,False,0.7336152219873151,0.235058047871578
False,True,False,False,False,False,False,0.7293868921775899,0.235058047871578
False,True,False,False,False,False,False,0.728752642706131,0.235058047871578
False,True,False,False,False,False,False,0.7145877378435518,0.235058047871578
False,True,False,False,False,False,False,0.6976744186046512,0.235058047871578
False,True,False,False,False,False,False,0.6955602536997888,0.235058047871578
False,True,False,False,False,False,False,0.668076109936575,0.235058047871578
False,True,False,False,False,False,False,0.6659619450317125,0.235058047871578
False,True,False,False,False,False,False,0.6553911205073997,0.235058047871578
False,True,False,False,False,False,False,0.6109936575052856,0.235058047871578
False,True,False,False,False,False,False,0.6088794926004228,0.235058047871578
False,True,False,False,False,False,False,0.6088794926004228,0.235058047871578
False,True,False,False,False,False,False,0.6067653276955604,0.235058047871578
False,True,False,False,False,False,False,0.5940803382663847,0.235058047871578
False,True,False,False,False,False,False,0.5813953488372093,0.235058047871578
False,True,False,False,False,False,False,0.5729386892177589,0.235058047871578
False,True,False,False,False,False,False,0.5665961945031712,0.235058047871578
False,True,False,False,False,False,False,0.558139534883721,0.235058047871578
False,True,False,False,False,False,False,0.5433403805496829,0.235058047871578
False,True,False,False,False,False,False,0.5433403805496829,0.235058047871578
False,True,False,False,False,False,False,0.5082452431289642,0.235058047871578
False,True,False,False,False,False,False,0.5071881606765327,0.235058047871578
False,True,False,False,False,False,False,0.4968287526427061,0.235058047871578
False,True,False,False,False,False,False,0.4926004228329809,0.235058047871578
False,True,False,False,False,False,False,0.4773784355179704,0.235058047871578
False,True,False,False,False,False,False,0.4767441860465116,0.235058047871578
False,True,False,False,False,False,False,0.4704016913319239,0.235058047871578
False,True,False,False,False,False,False,0.4627906976744186,0.235058047871578
False,True,False,False,False,False,False,0.4541226215644821,0.235058047871578
False,True,False,False,False,False,False,0.4312896405919663,0.235058047871578
False,True,False,False,False,False,False,0.4164904862579282,0.235058047871578
False,True,False,False,False,False,False,0.4103594080338266,0.235058047871578
False,True,False,False,False,False,False,0.3877378435517971,0.235058047871578
False,True,False,False,False,False,False,0.3854122621564483,0.235058047871578
False,True,False,False,False,False,False,0.3763213530655391,0.235058047871578
False,True,False,False,False,False,False,0.3763213530655391,0.235058047871578
False,True,False,False,False,False,False,0.3733615221987315,0.235058047871578
False,True,False,False,False,False,False,0.2938689217758985,0.235058047871578
False,True,False,False,False,False,False,0.2896405919661734,0.235058047871578
False,True,False,False,False,False,False,0.2896405919661734,0.235058047871578
False,True,False,False,False,False,False,0.1839323467230444,0.235058047871578
False,True,False,False,False,False,False,0.1585623678646934,0.235058047871578
False,True,False,False,False,False,False,0.0676532769556026,0.235058047871578
False,True,False,False,False,False,False,0.0443974630021141,0.235058047871578
False,True,False,False,False,False,False,0.0,0.235058047871578
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,1.0,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9743589743589745,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9487179487179488,0.9875304572165686
False,True,False,False,False,False,False,0.9230769230769232,0.9875304572165686
False,True,False,False,False,False,False,0.9230769230769232,0.9875304572165686
